 grantor | grantee |   table_catalog   |    table_schema    |              table_name               | privilege_type | is_grantable | with_hierarchy 
 admin   | admin   | MediPlaceDatabase | information_schema | constraint_column_usage               | REFERENCES     | YES          | NO
 admin   | admin   | MediPlaceDatabase | information_schema | constraint_column_usage               | TRIGGER        | YES          | NO
 admin   | admin   | MediPlaceDatabase | information_schema | constraint_table_usage                | INSERT         | YES          | NO
 admin   | admin   | MediPlaceDatabase | information_schema | constraint_table_usage                | SELECT         | YES          | YES
 admin   | admin   | MediPlaceDatabase | information_schema | constraint_table_usage                | UPDATE         | YES          | NO
 admin   | admin   | MediPlaceDatabase | information_schema | constraint_table_usage                | DELETE         | YES          | NO
 admin   | admin   | MediPlaceDatabase | information_schema | constraint_table_usage                | TRUNCATE       | YES          | NO
 admin   | admin   | MediPlaceDatabase | information_schema | constraint_table_usage                | REFERENCES     | YES          | NO
 admin   | admin   | MediPlaceDatabase | information_schema | constraint_table_usage                | TRIGGER        | YES          | NO
 admin   | admin   | MediPlaceDatabase | information_schema | domain_constraints                    | INSERT         | YES          | NO
 admin   | admin   | MediPlaceDatabase | information_schema | domain_constraints                    | SELECT         | YES          | YES
 admin   | admin   | MediPlaceDatabase | information_schema | domain_constraints                    | UPDATE         | YES          | NO
 admin   | admin   | MediPlaceDatabase | information_schema | domain_constraints                    | DELETE         | YES          | NO
 admin   | admin   | MediPlaceDatabase | information_schema | domain_constraints                    | TRUNCATE       | YES          | NO
 admin   | admin   | MediPlaceDatabase | information_schema | domain_constraints                    | REFERENCES     | YES          | NO
 admin   | admin   | MediPlaceDatabase | information_schema | domain_constraints                    | TRIGGER        | YES          | NO
 admin   | admin   | MediPlaceDatabase | information_schema | routine_table_usage                   | INSERT         | YES          | NO
 admin   | admin   | MediPlaceDatabase | information_schema | routine_table_usage                   | SELECT         | YES          | YES
 admin   | admin   | MediPlaceDatabase | information_schema | routine_table_usage                   | UPDATE         | YES          | NO
 admin   | admin   | MediPlaceDatabase | information_schema | routine_table_usage                   | DELETE         | YES          | NO
 admin   | admin   | MediPlaceDatabase | information_schema | routine_table_usage                   | TRUNCATE       | YES          | NO
 admin   | admin   | MediPlaceDatabase | information_schema | routine_table_usage                   | REFERENCES     | YES          | NO
 admin   | admin   | MediPlaceDatabase | information_schema | routine_table_usage                   | TRIGGER        | YES          | NO
 admin   | admin   | MediPlaceDatabase | information_schema | domain_udt_usage                      | INSERT         | YES          | NO
 admin   | admin   | MediPlaceDatabase | information_schema | domain_udt_usage                      | SELECT         | YES          | YES
 admin   | admin   | MediPlaceDatabase | information_schema | domain_udt_usage                      | UPDATE         | YES          | NO
 admin   | admin   | MediPlaceDatabase | information_schema | domain_udt_usage                      | DELETE         | YES          | NO
 admin   | admin   | MediPlaceDatabase | information_schema | domain_udt_usage                      | TRUNCATE       | YES          | NO
 admin   | admin   | MediPlaceDatabase | information_schema | domain_udt_usage                      | REFERENCES     | YES          | NO
 admin   | admin   | MediPlaceDatabase | information_schema | domain_udt_usage                      | TRIGGER        | YES          | NO
 admin   | admin   | MediPlaceDatabase | information_schema | domains                               | INSERT         | YES          | NO
 admin   | admin   | MediPlaceDatabase | information_schema | domains                               | SELECT         | YES          | YES
 admin   | admin   | MediPlaceDatabase | information_schema | domains                               | UPDATE         | YES          | NO
 admin   | admin   | MediPlaceDatabase | information_schema | domains                               | DELETE         | YES          | NO
 admin   | admin   | MediPlaceDatabase | information_schema | domains                               | TRUNCATE       | YES          | NO
 admin   | admin   | MediPlaceDatabase | information_schema | domains                               | REFERENCES     | YES          | NO
 admin   | admin   | MediPlaceDatabase | information_schema | domains                               | TRIGGER        | YES          | NO
 admin   | admin   | MediPlaceDatabase | information_schema | enabled_roles                         | INSERT         | YES          | NO
 admin   | admin   | MediPlaceDatabase | information_schema | enabled_roles                         | SELECT         | YES          | YES
 admin   | admin   | MediPlaceDatabase | information_schema | enabled_roles                         | UPDATE         | YES          | NO
 admin   | admin   | MediPlaceDatabase | information_schema | enabled_roles                         | DELETE         | YES          | NO
 admin   | admin   | MediPlaceDatabase | information_schema | enabled_roles                         | TRUNCATE       | YES          | NO
 admin   | admin   | MediPlaceDatabase | information_schema | enabled_roles                         | REFERENCES     | YES          | NO
 admin   | admin   | MediPlaceDatabase | information_schema | enabled_roles                         | TRIGGER        | YES          | NO
 admin   | admin   | MediPlaceDatabase | information_schema | routines                              | INSERT         | YES          | NO
 admin   | admin   | MediPlaceDatabase | information_schema | routines                              | SELECT         | YES          | YES
 admin   | admin   | MediPlaceDatabase | information_schema | routines                              | UPDATE         | YES          | NO
 admin   | admin   | MediPlaceDatabase | information_schema | routines                              | DELETE         | YES          | NO
 admin   | admin   | MediPlaceDatabase | information_schema | routines                              | TRUNCATE       | YES          | NO
 admin   | admin   | MediPlaceDatabase | information_schema | routines                              | REFERENCES     | YES          | NO
 admin   | admin   | MediPlaceDatabase | information_schema | routines                              | TRIGGER        | YES          | NO
 admin   | admin   | MediPlaceDatabase | information_schema | key_column_usage                      | INSERT         | YES          | NO
 admin   | admin   | MediPlaceDatabase | information_schema | key_column_usage                      | SELECT         | YES          | YES
 admin   | admin   | MediPlaceDatabase | information_schema | key_column_usage                      | UPDATE         | YES          | NO
 admin   | admin   | MediPlaceDatabase | information_schema | key_column_usage                      | DELETE         | YES          | NO
 admin   | admin   | MediPlaceDatabase | information_schema | key_column_usage                      | TRUNCATE       | YES          | NO
 admin   | admin   | MediPlaceDatabase | information_schema | key_column_usage                      | REFERENCES     | YES          | NO
 admin   | admin   | MediPlaceDatabase | information_schema | key_column_usage                      | TRIGGER        | YES          | NO
 admin   | admin   | MediPlaceDatabase | information_schema | parameters                            | INSERT         | YES          | NO
 admin   | admin   | MediPlaceDatabase | information_schema | parameters                            | SELECT         | YES          | YES
 admin   | admin   | MediPlaceDatabase | information_schema | parameters                            | UPDATE         | YES          | NO
 admin   | admin   | MediPlaceDatabase | information_schema | parameters                            | DELETE         | YES          | NO
 admin   | admin   | MediPlaceDatabase | information_schema | parameters                            | TRUNCATE       | YES          | NO
 admin   | admin   | MediPlaceDatabase | information_schema | parameters                            | REFERENCES     | YES          | NO
 admin   | admin   | MediPlaceDatabase | information_schema | parameters                            | TRIGGER        | YES          | NO
 admin   | admin   | MediPlaceDatabase | information_schema | referential_constraints               | INSERT         | YES          | NO
 admin   | admin   | MediPlaceDatabase | information_schema | referential_constraints               | SELECT         | YES          | YES
 admin   | admin   | MediPlaceDatabase | information_schema | referential_constraints               | UPDATE         | YES          | NO
 admin   | admin   | MediPlaceDatabase | information_schema | referential_constraints               | DELETE         | YES          | NO
 admin   | admin   | MediPlaceDatabase | information_schema | referential_constraints               | TRUNCATE       | YES          | NO
 admin   | admin   | MediPlaceDatabase | information_schema | referential_constraints               | REFERENCES     | YES          | NO
 admin   | admin   | MediPlaceDatabase | information_schema | referential_constraints               | TRIGGER        | YES          | NO
 admin   | admin   | MediPlaceDatabase | information_schema | schemata                              | INSERT         | YES          | NO
 admin   | admin   | MediPlaceDatabase | information_schema | schemata                              | SELECT         | YES          | YES
 admin   | admin   | MediPlaceDatabase | information_schema | schemata                              | UPDATE         | YES          | NO
 admin   | admin   | MediPlaceDatabase | information_schema | schemata                              | DELETE         | YES          | NO
 admin   | admin   | MediPlaceDatabase | information_schema | schemata                              | TRUNCATE       | YES          | NO
 admin   | admin   | MediPlaceDatabase | information_schema | schemata                              | REFERENCES     | YES          | NO
 admin   | admin   | MediPlaceDatabase | information_schema | schemata                              | TRIGGER        | YES          | NO
 admin   | admin   | MediPlaceDatabase | information_schema | role_column_grants                    | INSERT         | YES          | NO
 admin   | admin   | MediPlaceDatabase | information_schema | role_column_grants                    | SELECT         | YES          | YES
 admin   | admin   | MediPlaceDatabase | information_schema | role_column_grants                    | UPDATE         | YES          | NO
 admin   | admin   | MediPlaceDatabase | information_schema | role_column_grants                    | DELETE         | YES          | NO
 admin   | admin   | MediPlaceDatabase | information_schema | role_column_grants                    | TRUNCATE       | YES          | NO
 admin   | admin   | MediPlaceDatabase | information_schema | role_column_grants                    | REFERENCES     | YES          | NO
 admin   | admin   | MediPlaceDatabase | information_schema | role_column_grants                    | TRIGGER        | YES          | NO
 admin   | admin   | MediPlaceDatabase | information_schema | routine_column_usage                  | INSERT         | YES          | NO
 admin   | admin   | MediPlaceDatabase | information_schema | routine_column_usage                  | SELECT         | YES          | YES
 admin   | admin   | MediPlaceDatabase | information_schema | routine_column_usage                  | UPDATE         | YES          | NO
 admin   | admin   | MediPlaceDatabase | information_schema | routine_column_usage                  | DELETE         | YES          | NO
 admin   | admin   | MediPlaceDatabase | information_schema | routine_column_usage                  | TRUNCATE       | YES          | NO
 admin   | admin   | MediPlaceDatabase | information_schema | routine_column_usage                  | REFERENCES     | YES          | NO
 admin   | admin   | MediPlaceDatabase | information_schema | routine_column_usage                  | TRIGGER        | YES          | NO
 admin   | admin   | MediPlaceDatabase | information_schema | sql_parts                             | INSERT         | YES          | NO
 admin   | admin   | MediPlaceDatabase | information_schema | sql_parts                             | SELECT         | YES          | YES
 admin   | admin   | MediPlaceDatabase | information_schema | sql_parts                             | UPDATE         | YES          | NO
 admin   | admin   | MediPlaceDatabase | information_schema | sql_parts                             | DELETE         | YES          | NO
 admin   | admin   | MediPlaceDatabase | information_schema | sql_parts                             | TRUNCATE       | YES          | NO
 admin   | admin   | MediPlaceDatabase | information_schema | sql_parts                             | REFERENCES     | YES          | NO
 admin   | admin   | MediPlaceDatabase | information_schema | sql_parts                             | TRIGGER        | YES          | NO
 admin   | admin   | MediPlaceDatabase | information_schema | routine_privileges                    | INSERT         | YES          | NO
 admin   | admin   | MediPlaceDatabase | information_schema | routine_privileges                    | SELECT         | YES          | YES
 admin   | admin   | MediPlaceDatabase | information_schema | routine_privileges                    | UPDATE         | YES          | NO
 admin   | admin   | MediPlaceDatabase | information_schema | routine_privileges                    | DELETE         | YES          | NO
 admin   | admin   | MediPlaceDatabase | information_schema | routine_privileges                    | TRUNCATE       | YES          | NO
 admin   | admin   | MediPlaceDatabase | information_schema | routine_privileges                    | REFERENCES     | YES          | NO
 admin   | admin   | MediPlaceDatabase | information_schema | routine_privileges                    | TRIGGER        | YES          | NO
 admin   | admin   | MediPlaceDatabase | information_schema | sequences                             | INSERT         | YES          | NO
 admin   | admin   | MediPlaceDatabase | information_schema | sequences                             | SELECT         | YES          | YES
 admin   | admin   | MediPlaceDatabase | information_schema | sequences                             | UPDATE         | YES          | NO
 admin   | admin   | MediPlaceDatabase | information_schema | sequences                             | DELETE         | YES          | NO
 admin   | admin   | MediPlaceDatabase | information_schema | sequences                             | TRUNCATE       | YES          | NO
 admin   | admin   | MediPlaceDatabase | information_schema | sequences                             | REFERENCES     | YES          | NO
 admin   | admin   | MediPlaceDatabase | information_schema | sequences                             | TRIGGER        | YES          | NO
 admin   | admin   | MediPlaceDatabase | information_schema | role_routine_grants                   | INSERT         | YES          | NO
 admin   | admin   | MediPlaceDatabase | information_schema | role_routine_grants                   | SELECT         | YES          | YES
 admin   | admin   | MediPlaceDatabase | information_schema | role_routine_grants                   | UPDATE         | YES          | NO
 admin   | admin   | MediPlaceDatabase | information_schema | role_routine_grants                   | DELETE         | YES          | NO
 admin   | admin   | MediPlaceDatabase | information_schema | role_routine_grants                   | TRUNCATE       | YES          | NO
 admin   | admin   | MediPlaceDatabase | information_schema | role_routine_grants                   | REFERENCES     | YES          | NO
 admin   | admin   | MediPlaceDatabase | information_schema | role_routine_grants                   | TRIGGER        | YES          | NO
 admin   | admin   | MediPlaceDatabase | information_schema | routine_routine_usage                 | INSERT         | YES          | NO
 admin   | admin   | MediPlaceDatabase | information_schema | routine_routine_usage                 | SELECT         | YES          | YES
 admin   | admin   | MediPlaceDatabase | information_schema | routine_routine_usage                 | UPDATE         | YES          | NO
 admin   | admin   | MediPlaceDatabase | information_schema | routine_routine_usage                 | DELETE         | YES          | NO
 admin   | admin   | MediPlaceDatabase | information_schema | routine_routine_usage                 | TRUNCATE       | YES          | NO
 admin   | admin   | MediPlaceDatabase | information_schema | routine_routine_usage                 | REFERENCES     | YES          | NO
 admin   | admin   | MediPlaceDatabase | information_schema | routine_routine_usage                 | TRIGGER        | YES          | NO
 admin   | admin   | MediPlaceDatabase | information_schema | routine_sequence_usage                | INSERT         | YES          | NO
 admin   | admin   | MediPlaceDatabase | information_schema | routine_sequence_usage                | SELECT         | YES          | YES
 admin   | admin   | MediPlaceDatabase | information_schema | routine_sequence_usage                | UPDATE         | YES          | NO
 admin   | admin   | MediPlaceDatabase | information_schema | routine_sequence_usage                | DELETE         | YES          | NO
 admin   | admin   | MediPlaceDatabase | information_schema | routine_sequence_usage                | TRUNCATE       | YES          | NO
 admin   | admin   | MediPlaceDatabase | information_schema | routine_sequence_usage                | REFERENCES     | YES          | NO
 admin   | admin   | MediPlaceDatabase | information_schema | routine_sequence_usage                | TRIGGER        | YES          | NO
 admin   | admin   | MediPlaceDatabase | information_schema | sql_features                          | INSERT         | YES          | NO
 admin   | admin   | MediPlaceDatabase | information_schema | sql_features                          | SELECT         | YES          | YES
 admin   | admin   | MediPlaceDatabase | information_schema | sql_features                          | UPDATE         | YES          | NO
 admin   | admin   | MediPlaceDatabase | information_schema | sql_features                          | DELETE         | YES          | NO
 admin   | admin   | MediPlaceDatabase | information_schema | sql_features                          | TRUNCATE       | YES          | NO
 admin   | admin   | MediPlaceDatabase | information_schema | sql_features                          | REFERENCES     | YES          | NO
 admin   | admin   | MediPlaceDatabase | information_schema | sql_features                          | TRIGGER        | YES          | NO
 admin   | admin   | MediPlaceDatabase | information_schema | sql_implementation_info               | INSERT         | YES          | NO
 admin   | admin   | MediPlaceDatabase | information_schema | sql_implementation_info               | SELECT         | YES          | YES
 admin   | admin   | MediPlaceDatabase | information_schema | sql_implementation_info               | UPDATE         | YES          | NO
 admin   | admin   | MediPlaceDatabase | information_schema | sql_implementation_info               | DELETE         | YES          | NO
 admin   | admin   | MediPlaceDatabase | information_schema | sql_implementation_info               | TRUNCATE       | YES          | NO
 admin   | admin   | MediPlaceDatabase | information_schema | sql_implementation_info               | REFERENCES     | YES          | NO
 admin   | admin   | MediPlaceDatabase | information_schema | sql_implementation_info               | TRIGGER        | YES          | NO
 admin   | admin   | MediPlaceDatabase | information_schema | role_table_grants                     | INSERT         | YES          | NO
 admin   | admin   | MediPlaceDatabase | information_schema | role_table_grants                     | SELECT         | YES          | YES
 admin   | admin   | MediPlaceDatabase | information_schema | role_table_grants                     | UPDATE         | YES          | NO
 admin   | admin   | MediPlaceDatabase | information_schema | role_table_grants                     | DELETE         | YES          | NO
 admin   | admin   | MediPlaceDatabase | information_schema | role_table_grants                     | TRUNCATE       | YES          | NO
 admin   | admin   | MediPlaceDatabase | information_schema | role_table_grants                     | REFERENCES     | YES          | NO
 admin   | admin   | MediPlaceDatabase | information_schema | role_table_grants                     | TRIGGER        | YES          | NO
 admin   | admin   | MediPlaceDatabase | information_schema | sql_sizing                            | INSERT         | YES          | NO
 admin   | admin   | MediPlaceDatabase | information_schema | sql_sizing                            | SELECT         | YES          | YES
 admin   | admin   | MediPlaceDatabase | information_schema | sql_sizing                            | UPDATE         | YES          | NO
 admin   | admin   | MediPlaceDatabase | information_schema | sql_sizing                            | DELETE         | YES          | NO
 admin   | admin   | MediPlaceDatabase | information_schema | sql_sizing                            | TRUNCATE       | YES          | NO
 admin   | admin   | MediPlaceDatabase | information_schema | sql_sizing                            | REFERENCES     | YES          | NO
 admin   | admin   | MediPlaceDatabase | information_schema | sql_sizing                            | TRIGGER        | YES          | NO
 admin   | admin   | MediPlaceDatabase | information_schema | table_privileges                      | INSERT         | YES          | NO
 admin   | admin   | MediPlaceDatabase | information_schema | table_privileges                      | SELECT         | YES          | YES
 admin   | admin   | MediPlaceDatabase | information_schema | table_privileges                      | UPDATE         | YES          | NO
 admin   | admin   | MediPlaceDatabase | information_schema | table_privileges                      | DELETE         | YES          | NO
 admin   | admin   | MediPlaceDatabase | information_schema | table_privileges                      | TRUNCATE       | YES          | NO
 admin   | admin   | MediPlaceDatabase | information_schema | table_privileges                      | REFERENCES     | YES          | NO
 admin   | admin   | MediPlaceDatabase | information_schema | table_privileges                      | TRIGGER        | YES          | NO
 admin   | admin   | MediPlaceDatabase | information_schema | table_constraints                     | INSERT         | YES          | NO
 admin   | admin   | MediPlaceDatabase | information_schema | table_constraints                     | SELECT         | YES          | YES
 admin   | admin   | MediPlaceDatabase | information_schema | table_constraints                     | UPDATE         | YES          | NO
 admin   | admin   | MediPlaceDatabase | information_schema | table_constraints                     | DELETE         | YES          | NO
 admin   | admin   | MediPlaceDatabase | information_schema | table_constraints                     | TRUNCATE       | YES          | NO
 admin   | admin   | MediPlaceDatabase | information_schema | table_constraints                     | REFERENCES     | YES          | NO
 admin   | admin   | MediPlaceDatabase | information_schema | table_constraints                     | TRIGGER        | YES          | NO
 admin   | admin   | MediPlaceDatabase | information_schema | transforms                            | INSERT         | YES          | NO
 admin   | admin   | MediPlaceDatabase | information_schema | transforms                            | SELECT         | YES          | YES
 admin   | admin   | MediPlaceDatabase | information_schema | transforms                            | UPDATE         | YES          | NO
 admin   | admin   | MediPlaceDatabase | information_schema | transforms                            | DELETE         | YES          | NO
 admin   | admin   | MediPlaceDatabase | information_schema | transforms                            | TRUNCATE       | YES          | NO
 admin   | admin   | MediPlaceDatabase | information_schema | transforms                            | REFERENCES     | YES          | NO
 admin   | admin   | MediPlaceDatabase | information_schema | transforms                            | TRIGGER        | YES          | NO
 admin   | admin   | MediPlaceDatabase | information_schema | tables                                | INSERT         | YES          | NO
 admin   | admin   | MediPlaceDatabase | information_schema | tables                                | SELECT         | YES          | YES
 admin   | admin   | MediPlaceDatabase | information_schema | tables                                | UPDATE         | YES          | NO
 admin   | admin   | MediPlaceDatabase | information_schema | tables                                | DELETE         | YES          | NO
 admin   | admin   | MediPlaceDatabase | information_schema | tables                                | TRUNCATE       | YES          | NO
 admin   | admin   | MediPlaceDatabase | information_schema | tables                                | REFERENCES     | YES          | NO
 admin   | admin   | MediPlaceDatabase | information_schema | tables                                | TRIGGER        | YES          | NO
 admin   | admin   | MediPlaceDatabase | information_schema | triggered_update_columns              | INSERT         | YES          | NO
 admin   | admin   | MediPlaceDatabase | information_schema | triggered_update_columns              | SELECT         | YES          | YES
 admin   | admin   | MediPlaceDatabase | information_schema | triggered_update_columns              | UPDATE         | YES          | NO
 admin   | admin   | MediPlaceDatabase | information_schema | triggered_update_columns              | DELETE         | YES          | NO
 admin   | admin   | MediPlaceDatabase | information_schema | triggered_update_columns              | TRUNCATE       | YES          | NO
 admin   | admin   | MediPlaceDatabase | information_schema | triggered_update_columns              | REFERENCES     | YES          | NO
 admin   | admin   | MediPlaceDatabase | information_schema | triggered_update_columns              | TRIGGER        | YES          | NO
 admin   | admin   | MediPlaceDatabase | information_schema | triggers                              | INSERT         | YES          | NO
 admin   | admin   | MediPlaceDatabase | information_schema | triggers                              | SELECT         | YES          | YES
 admin   | admin   | MediPlaceDatabase | information_schema | triggers                              | UPDATE         | YES          | NO
 admin   | admin   | MediPlaceDatabase | information_schema | triggers                              | DELETE         | YES          | NO
 admin   | admin   | MediPlaceDatabase | information_schema | triggers                              | TRUNCATE       | YES          | NO
 admin   | admin   | MediPlaceDatabase | information_schema | triggers                              | REFERENCES     | YES          | NO
 admin   | admin   | MediPlaceDatabase | information_schema | triggers                              | TRIGGER        | YES          | NO
 admin   | admin   | MediPlaceDatabase | information_schema | udt_privileges                        | INSERT         | YES          | NO
 admin   | admin   | MediPlaceDatabase | information_schema | udt_privileges                        | SELECT         | YES          | YES
 admin   | admin   | MediPlaceDatabase | information_schema | udt_privileges                        | UPDATE         | YES          | NO
 admin   | admin   | MediPlaceDatabase | information_schema | udt_privileges                        | DELETE         | YES          | NO
 admin   | admin   | MediPlaceDatabase | information_schema | udt_privileges                        | TRUNCATE       | YES          | NO
 admin   | admin   | MediPlaceDatabase | information_schema | udt_privileges                        | REFERENCES     | YES          | NO
 admin   | admin   | MediPlaceDatabase | information_schema | udt_privileges                        | TRIGGER        | YES          | NO
 admin   | admin   | MediPlaceDatabase | information_schema | _pg_foreign_data_wrappers             | INSERT         | YES          | NO
 admin   | admin   | MediPlaceDatabase | information_schema | _pg_foreign_data_wrappers             | SELECT         | YES          | YES
 admin   | admin   | MediPlaceDatabase | information_schema | _pg_foreign_data_wrappers             | UPDATE         | YES          | NO
 admin   | admin   | MediPlaceDatabase | information_schema | _pg_foreign_data_wrappers             | DELETE         | YES          | NO
 admin   | admin   | MediPlaceDatabase | information_schema | _pg_foreign_data_wrappers             | TRUNCATE       | YES          | NO
 admin   | admin   | MediPlaceDatabase | information_schema | _pg_foreign_data_wrappers             | REFERENCES     | YES          | NO
 admin   | admin   | MediPlaceDatabase | information_schema | _pg_foreign_data_wrappers             | TRIGGER        | YES          | NO
 admin   | admin   | MediPlaceDatabase | information_schema | role_udt_grants                       | INSERT         | YES          | NO
 admin   | admin   | MediPlaceDatabase | information_schema | role_udt_grants                       | SELECT         | YES          | YES
 admin   | admin   | MediPlaceDatabase | information_schema | role_udt_grants                       | UPDATE         | YES          | NO
 admin   | admin   | MediPlaceDatabase | information_schema | role_udt_grants                       | DELETE         | YES          | NO
 admin   | admin   | MediPlaceDatabase | information_schema | role_udt_grants                       | TRUNCATE       | YES          | NO
 admin   | admin   | MediPlaceDatabase | information_schema | role_udt_grants                       | REFERENCES     | YES          | NO
 admin   | admin   | MediPlaceDatabase | information_schema | role_udt_grants                       | TRIGGER        | YES          | NO
 admin   | admin   | MediPlaceDatabase | information_schema | usage_privileges                      | INSERT         | YES          | NO
 admin   | admin   | MediPlaceDatabase | information_schema | usage_privileges                      | SELECT         | YES          | YES
 admin   | admin   | MediPlaceDatabase | information_schema | usage_privileges                      | UPDATE         | YES          | NO
 admin   | admin   | MediPlaceDatabase | information_schema | usage_privileges                      | DELETE         | YES          | NO
 admin   | admin   | MediPlaceDatabase | information_schema | usage_privileges                      | TRUNCATE       | YES          | NO
 admin   | admin   | MediPlaceDatabase | information_schema | usage_privileges                      | REFERENCES     | YES          | NO
 admin   | admin   | MediPlaceDatabase | information_schema | usage_privileges                      | TRIGGER        | YES          | NO
 admin   | admin   | MediPlaceDatabase | information_schema | foreign_tables                        | INSERT         | YES          | NO
 admin   | admin   | MediPlaceDatabase | information_schema | foreign_tables                        | SELECT         | YES          | YES
 admin   | admin   | MediPlaceDatabase | information_schema | foreign_tables                        | UPDATE         | YES          | NO
 admin   | admin   | MediPlaceDatabase | information_schema | foreign_tables                        | DELETE         | YES          | NO
 admin   | admin   | MediPlaceDatabase | information_schema | foreign_tables                        | TRUNCATE       | YES          | NO
 admin   | admin   | MediPlaceDatabase | information_schema | foreign_tables                        | REFERENCES     | YES          | NO
 admin   | admin   | MediPlaceDatabase | information_schema | foreign_tables                        | TRIGGER        | YES          | NO
 admin   | admin   | MediPlaceDatabase | information_schema | role_usage_grants                     | INSERT         | YES          | NO
 admin   | admin   | MediPlaceDatabase | information_schema | role_usage_grants                     | SELECT         | YES          | YES
 admin   | admin   | MediPlaceDatabase | information_schema | role_usage_grants                     | UPDATE         | YES          | NO
 admin   | admin   | MediPlaceDatabase | information_schema | role_usage_grants                     | DELETE         | YES          | NO
 admin   | admin   | MediPlaceDatabase | information_schema | role_usage_grants                     | TRUNCATE       | YES          | NO
 admin   | admin   | MediPlaceDatabase | information_schema | role_usage_grants                     | REFERENCES     | YES          | NO
 admin   | admin   | MediPlaceDatabase | information_schema | role_usage_grants                     | TRIGGER        | YES          | NO
 admin   | admin   | MediPlaceDatabase | information_schema | foreign_data_wrapper_options          | INSERT         | YES          | NO
 admin   | admin   | MediPlaceDatabase | information_schema | foreign_data_wrapper_options          | SELECT         | YES          | YES
 admin   | admin   | MediPlaceDatabase | information_schema | foreign_data_wrapper_options          | UPDATE         | YES          | NO
 admin   | admin   | MediPlaceDatabase | information_schema | foreign_data_wrapper_options          | DELETE         | YES          | NO
 admin   | admin   | MediPlaceDatabase | information_schema | foreign_data_wrapper_options          | TRUNCATE       | YES          | NO
 admin   | admin   | MediPlaceDatabase | information_schema | foreign_data_wrapper_options          | REFERENCES     | YES          | NO
 admin   | admin   | MediPlaceDatabase | information_schema | foreign_data_wrapper_options          | TRIGGER        | YES          | NO
 admin   | admin   | MediPlaceDatabase | information_schema | user_defined_types                    | INSERT         | YES          | NO
 admin   | admin   | MediPlaceDatabase | information_schema | user_defined_types                    | SELECT         | YES          | YES
 admin   | admin   | MediPlaceDatabase | information_schema | user_defined_types                    | UPDATE         | YES          | NO
 admin   | admin   | MediPlaceDatabase | information_schema | user_defined_types                    | DELETE         | YES          | NO
 admin   | admin   | MediPlaceDatabase | information_schema | user_defined_types                    | TRUNCATE       | YES          | NO
 admin   | admin   | MediPlaceDatabase | information_schema | user_defined_types                    | REFERENCES     | YES          | NO
 admin   | admin   | MediPlaceDatabase | information_schema | user_defined_types                    | TRIGGER        | YES          | NO
 admin   | admin   | MediPlaceDatabase | information_schema | view_column_usage                     | INSERT         | YES          | NO
 admin   | admin   | MediPlaceDatabase | information_schema | view_column_usage                     | SELECT         | YES          | YES
 admin   | admin   | MediPlaceDatabase | information_schema | view_column_usage                     | UPDATE         | YES          | NO
 admin   | admin   | MediPlaceDatabase | information_schema | view_column_usage                     | DELETE         | YES          | NO
 admin   | admin   | MediPlaceDatabase | information_schema | view_column_usage                     | TRUNCATE       | YES          | NO
 admin   | admin   | MediPlaceDatabase | information_schema | view_column_usage                     | REFERENCES     | YES          | NO
 admin   | admin   | MediPlaceDatabase | information_schema | view_column_usage                     | TRIGGER        | YES          | NO
 admin   | admin   | MediPlaceDatabase | information_schema | view_routine_usage                    | INSERT         | YES          | NO
 admin   | admin   | MediPlaceDatabase | information_schema | view_routine_usage                    | SELECT         | YES          | YES
 admin   | admin   | MediPlaceDatabase | information_schema | view_routine_usage                    | UPDATE         | YES          | NO
 admin   | admin   | MediPlaceDatabase | information_schema | view_routine_usage                    | DELETE         | YES          | NO
 admin   | admin   | MediPlaceDatabase | information_schema | view_routine_usage                    | TRUNCATE       | YES          | NO
 admin   | admin   | MediPlaceDatabase | information_schema | view_routine_usage                    | REFERENCES     | YES          | NO
 admin   | admin   | MediPlaceDatabase | information_schema | view_routine_usage                    | TRIGGER        | YES          | NO
 admin   | admin   | MediPlaceDatabase | information_schema | foreign_data_wrappers                 | INSERT         | YES          | NO
 admin   | admin   | MediPlaceDatabase | information_schema | foreign_data_wrappers                 | SELECT         | YES          | YES
 admin   | admin   | MediPlaceDatabase | information_schema | foreign_data_wrappers                 | UPDATE         | YES          | NO
 admin   | admin   | MediPlaceDatabase | information_schema | foreign_data_wrappers                 | DELETE         | YES          | NO
 admin   | admin   | MediPlaceDatabase | information_schema | foreign_data_wrappers                 | TRUNCATE       | YES          | NO
 admin   | admin   | MediPlaceDatabase | information_schema | foreign_data_wrappers                 | REFERENCES     | YES          | NO
 admin   | admin   | MediPlaceDatabase | information_schema | foreign_data_wrappers                 | TRIGGER        | YES          | NO
 admin   | admin   | MediPlaceDatabase | information_schema | view_table_usage                      | INSERT         | YES          | NO
 admin   | admin   | MediPlaceDatabase | information_schema | view_table_usage                      | SELECT         | YES          | YES
 admin   | admin   | MediPlaceDatabase | information_schema | view_table_usage                      | UPDATE         | YES          | NO
 admin   | admin   | MediPlaceDatabase | information_schema | view_table_usage                      | DELETE         | YES          | NO
 admin   | admin   | MediPlaceDatabase | information_schema | view_table_usage                      | TRUNCATE       | YES          | NO
 admin   | admin   | MediPlaceDatabase | information_schema | view_table_usage                      | REFERENCES     | YES          | NO
 admin   | admin   | MediPlaceDatabase | information_schema | view_table_usage                      | TRIGGER        | YES          | NO
 admin   | admin   | MediPlaceDatabase | information_schema | views                                 | INSERT         | YES          | NO
